Producto,Color,Precio,Descuento,Tallas disponibles,Tallas con poco stock,Tallas sin stock,URL
CAMISETA CORAZONES COMBINADO,Color único,"12,99 EUR",-34%,"['S', 'M', 'L']",['XL'],[],https://www.zara.com/es/es/camiseta-corazones-combinado-p06224421.html
