Producto,Color,Precio,Descuento,Tallas disponibles,Tallas con poco stock,Tallas sin stock,URL
JEANS BAGGY ESTAMPADO FLOR,Color único,"25,99 EUR",-47%,"['38', '42']",['40'],"['36', '44']",https://www.zara.com/es/es/jeans-baggy-estampado-flor-p06688433.html
